     time       kinetic-energy 
 0.000000000000 0.026618077280 
 0.005000000000 0.026440333966 
 0.013250000000 0.026440281261 
 0.027000000000 0.026440181821 
 0.042125000000 0.026440096602 
 0.058762500000 0.026440002599 
 0.077063750000 0.026439897732 
 0.097195125000 0.026439780444 
 0.119339637500 0.026439649022 
 0.143698601250 0.026439501497 
 0.170493461375 0.026439335568 
 0.199967807513 0.026439148551 
 0.232389588264 0.026438937331 
 0.268053547090 0.026438698321 
 0.307283901799 0.026438426527 
 0.350437291979 0.026438117474 
 0.397906021177 0.026437765846 
 0.446810927346 0.026437398240 
 0.495726292428 0.026437031059 
 0.544651783778 0.026436666312 
 0.593586464007 0.026436304564 
 0.642529961061 0.026435945832 
 0.691481505987 0.026435589916 
 0.740440674931 0.026435236533 
 0.789406864140 0.026434885371 
 0.838379589668 0.026434536117 
 0.887358408894 0.026434188464 
 0.936342771080 0.026433842119 
 0.985332391035 0.026433496802 
 1.034326646179 0.026433152252 
 1.083325404656 0.026432808220 
 1.132327951865 0.026432464477 
 1.181334202139 0.026432120805 
 1.230343569678 0.026431777002 
 1.279355901706 0.026431432878 
 1.328370778848 0.026431088257 
 1.377387942281 0.026430742970 
 1.426407137768 0.026430396863 
 1.475427996673 0.026430049789 
 1.524450429628 0.026429701610 
 1.573473950924 0.026429352199 
 1.622498539949 0.026429001431 
 1.671523736738 0.026428649195 
 1.720549487920 0.026428295380 
 1.769575517002 0.026427939884 
 1.818601626756 0.026427582611 
 1.867627731401 0.026427223467 
 1.916653479871 0.026426862366 
 1.965678898564 0.026426499224 
 2.014703583802 0.026426133963 
 2.063727535873 0.026425766506 
 2.112750580931 0.026425396781 
 2.161772528628 0.026425024721 
 2.210793440389 0.026424650255 
 2.259812878125 0.026424273325 
 2.308830925746 0.026423893867 
 2.357847401037 0.026423511823 
 2.406862179021 0.026423127138 
 2.455875357952 0.026422739753 
 2.504886503691 0.026422349621 
 2.553895727071 0.026421956688 
 2.602902943921 0.026421560905 
 2.651907982116 0.026421162225 
 2.700910917806 0.026420760600 
 2.749911499159 0.026420355987 
 2.798909731625 0.026419948341 
 2.847905741592 0.026419537618 
 2.896899118611 0.026419123778 
 2.945890003154 0.026418706779 
 2.994878427873 0.026418286580 
 3.043864126282 0.026417863144 
 3.092847211490 0.026417436430 
 3.141827654119 0.026417006401 
 3.190805287138 0.026416573019 
 3.239780207615 0.026416136247 
 3.288752353541 0.026415696048 
 3.337721614151 0.026415252387 
 3.386688081107 0.026414805227 
 3.435651692747 0.026414354531 
 3.484612349054 0.026413900266 
 3.533570148078 0.026413442395 
 3.582525058827 0.026412980883 
 3.631476948008 0.026412515697 
 3.680425931112 0.026412046798 
 3.729372042095 0.026411574153 
 3.778315067679 0.026411097728 
 3.827255153065 0.026410617486 
 3.876192428019 0.026410133390 
 3.925126554730 0.026409645408 
 3.974057719412 0.026409153503 
 4.022986121016 0.026408657637 
 4.071911373255 0.026408157777 
 4.120833654225 0.026407653885 
 4.169753114976 0.026407145923 
 4.218669572276 0.026406633855 
 4.267583052810 0.026406117645 
 4.316493661277 0.026405597253 
 4.365401457751 0.026405072640 
 4.414306216226 0.026404543771 
 4.463208115885 0.026404010604 
 4.512107385705 0.026403473096 
 4.561003604155 0.026402931215 
 4.609896985830 0.026402384915 
 4.658787678493 0.026401834156 
 4.707668798542 0.026401278992 
 4.756539274177 0.026400719405 
 4.805399675866 0.026400155351 
 4.854250855824 0.026399586779 
 4.903091162018 0.026399013670 
 4.951921557687 0.026398435970 
 5.000742674656 0.026397853627 
 5.049554047502 0.026397266606 
 5.098355515262 0.026396674864 
 5.147147665081 0.026396078349 
 5.195931491327 0.026395477002 
 5.244705169966 0.026394870803 
 5.293469752549 0.026394259691 
 5.342225818666 0.026393643612 
 5.390973239401 0.026393022518 
 5.439711497970 0.026392396370 
 5.488441316555 0.026391765108 
 5.537163625666 0.026391128668 
 5.585877040265 0.026390487020 
 5.634582291020 0.026389840105 
 5.683279790459 0.026389187863 
 5.731970160855 0.026388530231 
 5.780652121119 0.026387867178 
 5.829326634186 0.026387198635 
 5.877994418375 0.026386524536 
 5.926654999552 0.026385844832 
 5.975308192398 0.026385159473 
 6.023954683186 0.026384468390 
 6.072595481997 0.026383771509 
 6.121229092688 0.026383068796 
 6.169856354952 0.026382360180 
 6.218477696725 0.026381645595 
 6.267093872738 0.026380924965 
 6.315703464127 0.026380198256 
 6.364307518032 0.026379465388 
 6.412906707710 0.026378726287 
 6.461500893806 0.026377980891 
 6.510089566475 0.026377229146 
 6.558673543469 0.026376470974 
 6.607253736134 0.026375706291 
 6.655829142298 0.026374935050 
 6.704400126636 0.026374157177 
 6.752967284670 0.026373372595 
 6.801531754486 0.026372581211 
 6.850091739095 0.026371782991 
 6.898648363612 0.026370977844 
 6.947202116606 0.026370165690 
 6.995753647603 0.026369346442 
 7.044301693820 0.026368520054 
 7.092847307535 0.026367686432 
 7.141391180723 0.026366845487 
 7.189933244754 0.026365997145 
 7.238472975591 0.026365141340 
 7.287011235122 0.026364277980 
 7.335548898063 0.026363406966 
 7.384085214335 0.026362528235 
 7.432620363840 0.026361641705 
 7.481155024660 0.026360747280 
