    time           T_x           T_y           T_z      
 6.3041855590  0.0157899926  0.0196707743 -0.0008304672 
 6.3282867322  0.0156350630  0.0198606258 -0.0008305398 
 6.3523868693  0.0154779385  0.0200491264 -0.0008306129 
 6.3764859844  0.0153183231  0.0202361166 -0.0008306864 
 6.4005840625  0.0151565469  0.0204217061 -0.0008307603 
 6.4246811448  0.0149923057  0.0206057235 -0.0008308346 
 6.4487772561  0.0148259387  0.0207882920 -0.0008309094 
 6.4728724372  0.0146571316  0.0209692266 -0.0008309846 
 6.4969666549  0.0144862345  0.0211486641 -0.0008310603 
 6.5210599724  0.0143129259  0.0213264069 -0.0008311364 
 6.5451524050  0.0141375643  0.0215026063 -0.0008312129 
 6.5692439912  0.0139598187  0.0216770498 -0.0008312899 
 6.5933346915  0.0137800580  0.0218499035 -0.0008313673 
 6.6174245773  0.0135979454  0.0220209417 -0.0008314452 
 6.6415136618  0.0134138556  0.0221903453 -0.0008315235 
 6.6656019767  0.0132274448  0.0223578731 -0.0008316022 
 6.6896895025  0.0130390965  0.0225237220 -0.0008316814 
 6.7137763094  0.0128484620  0.0226876371 -0.0008317611 
 6.7378624042  0.0126559289  0.0228498294 -0.0008318412 
 6.7619478048  0.0124611444  0.0230100291 -0.0008319218 
 6.7860325071  0.0122645025  0.0231684635 -0.0008320028 
 6.8101165741  0.0120656469  0.0233248488 -0.0008320843 
 6.8342000110  0.0118649737  0.0234794260 -0.0008321663 
 6.8582828399  0.0116621257  0.0236318977 -0.0008322488 
 6.8823650674  0.0114575018  0.0237825198 -0.0008323317 
 6.9064467482  0.0112507441  0.0239309818 -0.0008324150 
 6.9305278937  0.0110422513  0.0240775528 -0.0008324989 
 6.9546085137  0.0108316670  0.0242219092 -0.0008325832 
 6.9786886234  0.0106193904  0.0243643345 -0.0008326681 
 7.0027682640  0.0104050668  0.0245044928 -0.0008327534 
 7.0268474630  0.0101890924  0.0246426796 -0.0008328392 
 7.0509262279  0.0099711167  0.0247785476 -0.0008329254 
 7.0750045798  0.0097515335  0.0249124048 -0.0008330122 
 7.0990825543  0.0095299968  0.0250438933 -0.0008330995 
 7.1231601819  0.0093068952  0.0251733317 -0.0008331872 
 7.1472374609  0.0090818889  0.0253003522 -0.0008332755 
 7.1713144180  0.0088553620  0.0254252843 -0.0008333642 
 7.1953910774  0.0086269814  0.0255477514 -0.0008334535 
 7.2194674831  0.0083971236  0.0256680917 -0.0008335432 
