0.000000000000000000e+00 3.579257420000114820e-02
5.000000000000000104e-03 2.229094546815297770e-02
1.324999999999999963e-02 1.249806969616251683e-05
2.699999999999999969e-02 1.044517024795155229e-05
4.212500000000000272e-02 9.007689743741665353e-06
5.876250000000000223e-02 7.948795065211022395e-06
7.706375000000000031e-02 7.139307483711512464e-06
9.719512499999999333e-02 6.493972371776109013e-06
1.193396374999999981e-01 5.964967320678849152e-06
1.430949299089999960e-01 5.531338155116575776e-06
1.668936790520000046e-01 5.190633356040278313e-06
1.907331015619999903e-01 4.917878727784959385e-06
2.146100093559999977e-01 4.695491645743128533e-06
2.385212630519999988e-01 4.508977834299641509e-06
2.624644204000000092e-01 4.350125940757680864e-06
2.864369534119999838e-01 4.213486271480194245e-06
3.104366811609999832e-01 4.094469287980969619e-06
3.344616874049999855e-01 3.990078480440027684e-06
3.585099924749999833e-01 3.897753616185270312e-06
3.825801448849999731e-01 3.815713001712327385e-06
4.066704707989999834e-01 3.742362281278140444e-06
4.307797303129999866e-01 3.676581895289681618e-06
4.549066051189999960e-01 3.617298891838023877e-06
4.790499819149999783e-01 3.563737690699044008e-06
5.032089234330000549e-01 3.515258355520334730e-06
5.273823230869999490e-01 3.471290102577499867e-06
5.515694961279999919e-01 3.431357231227421838e-06
5.757694405309999874e-01 3.395091452974545945e-06
5.999815709310000189e-01 3.362113208739805370e-06
6.242051561860000319e-01 3.332170757016286490e-06
6.484395641879999728e-01 3.304975681502575877e-06
6.726842623300000046e-01 3.280318012805053435e-06
6.969385891870000238e-01 3.257995668550560761e-06
7.212021894910000119e-01 3.237836933777704762e-06
7.454744383050000422e-01 3.219714150689013593e-06
7.697549910600000045e-01 3.203449042657305959e-06
7.940433769370000006e-01 3.188959803125988808e-06
8.183392037009999953e-01 3.176108866744416328e-06
8.426421792249999543e-01 3.164756293117234783e-06
8.669518160770000037e-01 3.154894063225866230e-06
8.912679193679999834e-01 3.146394341454824687e-06
9.155881332180000332e-01 3.139162688826130837e-06
9.399121089740000157e-01 3.133183353128400866e-06
9.642396171870000199e-01 3.128343259136601939e-06
