     time       viscous_dissipation 
 0.000000000000      0.000114049650 
 0.005000000000      0.000119036275 
 0.013250000000      0.000118905028 
 0.027000000000      0.000118368040 
 0.042125000000      0.000117939914 
 0.058762500000      0.000117526805 
 0.077063750000      0.000117136227 
 0.097195125000      0.000116771294 
 0.119339637500      0.000116433659 
 0.143213068005      0.000116130125 
 0.167124445128      0.000115876550 
 0.191070430436      0.000115663260 
 0.215048195751      0.000115482546 
 0.239055090701      0.000115328301 
 0.263088764428      0.000115195694 
 0.287147118750      0.000115080878 
 0.311228157934      0.000114980777 
 0.335330244296      0.000114892920 
 0.359451653955      0.000114815330 
 0.383591074055      0.000114746412 
 0.407747098129      0.000114684883 
 0.431918619760      0.000114629699 
 0.456104541171      0.000114580011 
 0.480303881200      0.000114535126 
 0.504515799272      0.000114494471 
 0.528739405838      0.000114457576 
 0.552974061887      0.000114424045 
 0.577218957121      0.000114393548 
 0.601473561753      0.000114365807 
 0.625737253873      0.000114340584 
 0.650009527985      0.000114317676 
 0.674289917334      0.000114296906 
 0.698577926326      0.000114278121 
 0.722873223442      0.000114261187 
 0.747175303802      0.000114245985 
 0.771483898527      0.000114232408 
 0.795798606897      0.000114220363 
 0.820119155166      0.000114209765 
 0.844445249081      0.000114200535 
 0.868776589993      0.000114192604 
 0.893112977730      0.000114185907 
 0.917454084039      0.000114180386 
 0.941799754309      0.000114175987 
 0.966149695612      0.000114172658 
 0.990503752385      0.000114170355 
 1.014861712224      0.000114169033 
 1.039223380337      0.000114168652 
 1.063588622742      0.000114169176 
 1.087957202927      0.000114170568 
 1.112329028054      0.000114172797 
 1.136703860634      0.000114175832 
 1.161081607078      0.000114179643 
 1.185462105104      0.000114184204 
 1.209844085789      0.000114189489 
 1.234226740087      0.000114195474 
 1.258610017412      0.000114202135 
 1.282993901793      0.000114209453 
 1.307378341561      0.000114217405 
 1.331763318746      0.000114225974 
 1.356148799750      0.000114235141 
 1.380534752981      0.000114244889 
 1.404921163135      0.000114255202 
 1.429307983490      0.000114266065 
 1.453695203866      0.000114277463 
 1.478082784318      0.000114289383 
 1.502470707965      0.000114301811 
 1.526858953399      0.000114314735 
 1.551247488486      0.000114328143 
 1.575636307036      0.000114342025 
 1.600025362379      0.000114356369 
 1.624414648589      0.000114371166 
 1.648804140354      0.000114386406 
 1.673193815456      0.000114402079 
 1.697583666429      0.000114418177 
 1.721973653219      0.000114434692 
 1.746363771906      0.000114451616 
 1.770753995765      0.000114468940 
 1.795144308931      0.000114486659 
 1.819534703349      0.000114504765 
 1.843925144831      0.000114523252 
 1.868315630247      0.000114542112 
 1.892706134202      0.000114561341 
 1.917096643677      0.000114580933 
 1.941487152999      0.000114600882 
 1.965877628984      0.000114621182 
 1.990268070253      0.000114641830 
 2.014658455764      0.000114662819 
 2.039048771738      0.000114684146 
 2.063439018112      0.000114705806 
 2.087829157674      0.000114727795 
 2.112219191881      0.000114750109 
 2.136609107331      0.000114772743 
 2.160998885754      0.000114795696 
 2.185388527269      0.000114818961 
 2.209778003229      0.000114842538 
 2.234167310208      0.000114866421 
 2.258556446029      0.000114890609 
 2.282945381582      0.000114915098 
 2.307334118616      0.000114939885 
 2.331722643355      0.000114964967 
 2.356110941679      0.000114990343 
 2.380499015198      0.000115016009 
 2.404886839352      0.000115041963 
 2.429274410701      0.000115068203 
 2.453661732774      0.000115094726 
 2.478048772009      0.000115121531 
 2.502435533327      0.000115148615 
 2.526822013536      0.000115175977 
 2.551208189976      0.000115203614 
 2.575594065408      0.000115231525 
 2.599979629419      0.000115259709 
 2.624364869175      0.000115288163 
 2.648749786472      0.000115316886 
 2.673134365837      0.000115345877 
 2.697518600409      0.000115375134 
 2.721902494029      0.000115404656 
 2.746286024494      0.000115434442 
 2.770669190502      0.000115464490 
 2.795051997949      0.000115494800 
 2.819434420718      0.000115525369 
 2.843816461125      0.000115556198 
 2.868198126239      0.000115587285 
 2.892578544743      0.000115618628 
 2.916957472349      0.000115650226 
 2.941334940117      0.000115682078 
 2.965710834019      0.000115714183 
 2.990085179793      0.000115746541 
 3.014458009570      0.000115779151 
 3.038829207055      0.000115812011 
 3.063198801458      0.000115845122 
 3.087566826172      0.000115878482 
 3.111933173808      0.000115912092 
 3.136297869392      0.000115945950 
 3.160660944080      0.000115980056 
 3.185022299814      0.000116014410 
 3.209381956365      0.000116049012 
 3.233739942919      0.000116083860 
 3.258096182371      0.000116118954 
 3.282450681293      0.000116154295 
 3.306803463269      0.000116189882 
 3.331154472441      0.000116225714 
 3.355503701197      0.000116261792 
 3.379851167853      0.000116298115 
 3.404196849595      0.000116334683 
 3.428540709946      0.000116371496 
 3.452882771519      0.000116408553 
 3.477223038015      0.000116445856 
 3.501561440562      0.000116483403 
 3.525898011885      0.000116521195 
 3.550232791820      0.000116559232 
 3.574565666833      0.000116597513 
 3.598896683630      0.000116636039 
 3.623225884878      0.000116674810 
 3.647553171016      0.000116713826 
 3.671878572693      0.000116753087 
 3.696202121167      0.000116792593 
 3.720523772915      0.000116832344 
 3.744843515486      0.000116872342 
 3.769161372294      0.000116912585 
 3.793477351679      0.000116953074 
 3.817791386001      0.000116993809 
 3.842103514723      0.000117034791 
 3.866413795301      0.000117076020 
 3.890722100192      0.000117117496 
 3.915028484885      0.000117159220 
 3.939332988552      0.000117201192 
 3.963635549622      0.000117243412 
 3.987936175408      0.000117285881 
 4.012234888818      0.000117328599 
 4.036531706749      0.000117371567 
 4.060826557757      0.000117414784 
 4.085119487655      0.000117458253 
 4.109410554608      0.000117501972 
 4.133699638371      0.000117545943 
