0.000000000000000000e+00 3.575219420000053105e-02
5.000000000000000104e-03 2.226392048244752592e-02
1.324999999999999963e-02 8.288357574794957963e-06
2.699999999999999969e-02 7.986572845414486650e-06
4.212500000000000272e-02 7.428638691076017153e-06
5.876250000000000223e-02 7.024623741617652280e-06
7.706375000000000031e-02 6.631060789665674601e-06
9.719512499999999333e-02 6.267716813517625266e-06
1.193396374999999981e-01 5.930210175599191690e-06
1.432130680049999993e-01 5.617644610681517676e-06
1.671244451280000098e-01 5.346526797721102951e-06
1.910704304359999994e-01 5.114620071422811512e-06
2.150481957510000097e-01 4.917327337594186706e-06
2.390550907010000059e-01 4.749072741779462685e-06
2.630887644279999993e-01 4.604781735435977881e-06
2.871471187499999855e-01 4.480438982177724953e-06
3.112281579339999937e-01 4.372757141425634208e-06
3.353302442960000018e-01 4.278924367939704918e-06
3.594516539550000056e-01 4.196661908973670599e-06
3.835910740549999809e-01 4.124159817221680034e-06
4.077470981290000074e-01 4.059877953779928292e-06
4.319186197600000110e-01 4.002626389524751654e-06
4.561045411710000219e-01 3.951402642680894245e-06
4.803038812000000046e-01 3.905363255990421359e-06
5.045157992719999651e-01 3.863847086877843860e-06
5.287394058380000539e-01 3.826290596687296388e-06
5.529740618870000457e-01 3.792244908666165305e-06
5.772189571210000203e-01 3.761323048534338088e-06
6.014735617530000411e-01 3.733194602412680597e-06
6.257372538730000544e-01 3.707605381487161488e-06
6.500095279850000018e-01 3.684332982706447529e-06
6.742899173340000107e-01 3.663146392637805926e-06
6.985779263260000205e-01 3.643888149027676017e-06
7.228732234420000013e-01 3.626453167784645131e-06
7.471753038020000348e-01 3.610690364436131962e-06
7.714838985269999450e-01 3.596466537376349710e-06
7.957986068969999938e-01 3.583697950079822761e-06
8.201191551659999801e-01 3.572293024721769247e-06
8.444452490810000489e-01 3.562190462081757194e-06
8.687765899930000035e-01 3.553341116800332208e-06
8.931129777299999795e-01 3.545643348512254292e-06
9.174540840389999730e-01 3.539031337848167951e-06
9.417997543089999812e-01 3.533481073409896165e-06
9.661496956120000368e-01 3.528930340261717244e-06
