0.000000000000000000e+00 3.577689679999984662e-02
5.000000000000000104e-03 2.228299150097215464e-02
1.324999999999999963e-02 1.599804521969616685e-05
2.207428450200000017e-02 1.259515869426497266e-05
2.791171874000000080e-02 1.125190147855075127e-05
3.376022235400000238e-02 1.030231017715196236e-05
3.961977021399999688e-02 9.571770652638440327e-06
4.548957194299999701e-02 8.981023347775838299e-06
5.136888485800000098e-02 8.489819955331498287e-06
5.725695101199999859e-02 8.073682222829100814e-06
6.315311168899999383e-02 7.715844738947735178e-06
6.905675923199999788e-02 7.404446701860643599e-06
7.496736668799999781e-02 7.130782961446946999e-06
8.088444529100000113e-02 6.887925742061447307e-06
8.680756129899999674e-02 6.670734268944194973e-06
9.273468866700000646e-02 6.475221599592693901e-06
9.866500756500000413e-02 6.298184502037266915e-06
1.045985102260000021e-01 6.136769852009525480e-06
1.105351753719999996e-01 5.989022627786621483e-06
1.164749795209999994e-01 5.853157472651146438e-06
1.224178909819999966e-01 5.727480495806345595e-06
1.283638668200000055e-01 5.611059874968253816e-06
1.343128517219999984e-01 5.502707865592478268e-06
1.402647910700000056e-01 5.401482914396802259e-06
1.462196345329999925e-01 5.306867994237844849e-06
1.521773280060000066e-01 5.218018441293442849e-06
1.581378062650000138e-01 5.134339359340574438e-06
1.641010082119999935e-01 5.055565267311290361e-06
1.700668785130000082e-01 4.981097904877155624e-06
1.760353630220000132e-01 4.910595879835908889e-06
1.820064019790000043e-01 4.843887717705927981e-06
1.879799341679999902e-01 4.780380405022509869e-06
1.939559009359999864e-01 4.719980347073090140e-06
1.999342510480000001e-01 4.662595844770434706e-06
2.059149321350000061e-01 4.607807474924759193e-06
2.118978850100000089e-01 4.555443685108309686e-06
2.178830557800000012e-01 4.505496285775768963e-06
2.238703964340000019e-01 4.457624312237487279e-06
2.298598615280000035e-01 4.411740999908152947e-06
2.358514020349999907e-01 4.367834361608590155e-06
2.418447664470000091e-01 4.325646873693675751e-06
2.478399148060000112e-01 4.285094810286177151e-06
2.538368164259999782e-01 4.246086506938615696e-06
2.598354467790000011e-01 4.208617544113681920e-06
2.658357833550000215e-01 4.172602471353492093e-06
2.718378027089999871e-01 4.137795438682280991e-06
2.778414655109999742e-01 4.104277679567107888e-06
2.838467498030000091e-01 4.071959151289645337e-06
2.898536320530000210e-01 4.040671589331282504e-06
2.958620910120000058e-01 4.010500058361672875e-06
3.018720945539999923e-01 3.981279177631382235e-06
3.078836154710000161e-01 3.953086890475467530e-06
3.138966316810000157e-01 3.925837534742394476e-06
3.199111230319999777e-01 3.899362796393755576e-06
3.259270685589999994e-01 3.873750074575697827e-06
